FH,SQ,Q,FX,SIN_HOUR,COS_HOUR
14.0,0.5,116.0,18.0,0.13616665,0.13616665
14.0,0.9,185.0,18.0,-0.13616665,-0.13616665
14.0,0.9,192.0,19.0,-0.39840108,-0.39840108
13.0,0.4,100.0,18.0,-0.63108796,-0.63108796
13.0,0.9,136.0,18.0,-0.8169699,-0.8169699
12.0,0.7,77.0,18.0,-0.9422609,-0.9422609
10.0,0.7,36.0,16.0,-0.99766874,-0.99766874
13.0,0.0,6.0,20.0,-0.9790841,-0.9790841
11.0,0.0,0.0,14.0,-0.8878852,-0.8878852
12.0,0.0,0.0,14.0,-0.730836,-0.730836
11.0,0.0,0.0,15.0,-0.51958394,-0.51958394
13.0,0.0,0.0,17.0,-0.26979676,-0.26979676
14.0,0.0,0.0,19.0,-2.4492937e-16,-2.4492937e-16
15.0,0.0,0.0,18.0,0.26979676,0.26979676
15.0,0.0,0.0,19.0,0.51958394,0.51958394
12.0,0.0,0.0,16.0,0.730836,0.730836
11.0,0.0,0.0,14.0,0.8878852,0.8878852
13.0,0.0,0.0,19.0,0.9790841,0.9790841
14.0,0.0,1.0,19.0,0.99766874,0.99766874
14.0,0.2,20.0,19.0,0.9422609,0.9422609
15.0,0.0,23.0,21.0,0.8169699,0.8169699
15.0,0.0,24.0,20.0,0.63108796,0.63108796
16.0,0.2,78.0,21.0,0.39840108,0.39840108
16.0,0.3,95.0,20.0,0.13616665,0.13616665
16.0,0.0,88.0,20.0,-0.13616665,-0.13616665
16.0,0.0,59.0,22.0,-0.39840108,-0.39840108
16.0,0.0,51.0,20.0,-0.63108796,-0.63108796
15.0,0.2,60.0,19.0,-0.8169699,-0.8169699
14.0,0.2,41.0,18.0,-0.9422609,-0.9422609
14.0,0.8,50.0,18.0,-0.99766874,-0.99766874
13.0,0.2,8.0,17.0,-0.9790841,-0.9790841
13.0,0.0,0.0,21.0,-0.8878852,-0.8878852
12.0,0.0,0.0,15.0,-0.730836,-0.730836
11.0,0.0,0.0,16.0,-0.51958394,-0.51958394
10.0,0.0,0.0,14.0,-0.26979676,-0.26979676
9.0,0.0,0.0,12.0,-2.4492937e-16,-2.4492937e-16
6.0,0.0,0.0,8.0,0.26979676,0.26979676
6.0,0.0,0.0,8.0,0.51958394,0.51958394
6.0,0.0,0.0,8.0,0.730836,0.730836
6.0,0.0,0.0,7.0,0.8878852,0.8878852
5.0,0.0,0.0,7.0,0.9790841,0.9790841
5.0,0.0,2.0,6.0,0.99766874,0.99766874
3.0,0.2,22.0,5.0,0.9422609,0.9422609
3.0,0.1,36.0,4.0,0.8169699,0.8169699
2.0,0.2,51.0,4.0,0.63108796,0.63108796
3.0,0.3,106.0,4.0,0.39840108,0.39840108
3.0,0.1,103.0,5.0,0.13616665,0.13616665
3.0,0.5,138.0,6.0,-0.13616665,-0.13616665
3.0,0.6,167.0,6.0,-0.39840108,-0.39840108
3.0,0.3,124.0,6.0,-0.63108796,-0.63108796
3.0,0.3,84.0,8.0,-0.8169699,-0.8169699
4.0,0.3,59.0,8.0,-0.9422609,-0.9422609
5.0,0.8,46.0,8.0,-0.99766874,-0.99766874
6.0,0.5,11.0,8.0,-0.9790841,-0.9790841
5.0,0.0,0.0,8.0,-0.8878852,-0.8878852
5.0,0.0,0.0,7.0,-0.730836,-0.730836
4.0,0.0,0.0,6.0,-0.51958394,-0.51958394
5.0,0.0,0.0,8.0,-0.26979676,-0.26979676
6.0,0.0,0.0,9.0,-2.4492937e-16,-2.4492937e-16
5.0,0.0,0.0,8.0,0.26979676,0.26979676
5.0,0.0,0.0,7.0,0.51958394,0.51958394
5.0,0.0,0.0,7.0,0.730836,0.730836
5.0,0.0,0.0,8.0,0.8878852,0.8878852
6.0,0.0,0.0,9.0,0.9790841,0.9790841
6.0,0.0,3.0,8.0,0.99766874,0.99766874
6.0,1.0,42.0,10.0,0.9422609,0.9422609
6.0,0.5,60.0,10.0,0.8169699,0.8169699
5.0,0.9,129.0,9.0,0.63108796,0.63108796
5.0,0.9,170.0,8.0,0.39840108,0.39840108
4.0,0.5,171.0,8.0,0.13616665,0.13616665
4.0,0.4,161.0,8.0,-0.13616665,-0.13616665
5.0,0.3,148.0,8.0,-0.39840108,-0.39840108
4.0,0.0,112.0,7.0,-0.63108796,-0.63108796
4.0,0.0,86.0,7.0,-0.8169699,-0.8169699
4.0,0.0,54.0,7.0,-0.9422609,-0.9422609
4.0,0.5,31.0,7.0,-0.99766874,-0.99766874
4.0,0.3,10.0,6.0,-0.9790841,-0.9790841
4.0,0.0,0.0,6.0,-0.8878852,-0.8878852
5.0,0.0,0.0,7.0,-0.730836,-0.730836
4.0,0.0,0.0,7.0,-0.51958394,-0.51958394
4.0,0.0,0.0,6.0,-0.26979676,-0.26979676
4.0,0.0,0.0,7.0,-2.4492937e-16,-2.4492937e-16
5.0,0.0,0.0,8.0,0.26979676,0.26979676
6.0,0.0,0.0,9.0,0.51958394,0.51958394
5.0,0.0,0.0,8.0,0.730836,0.730836
5.0,0.0,0.0,8.0,0.8878852,0.8878852
7.0,0.0,0.0,12.0,0.9790841,0.9790841
10.0,0.0,0.0,13.0,0.99766874,0.99766874
9.0,0.0,9.0,12.0,0.9422609,0.9422609
9.0,0.0,20.0,10.0,0.8169699,0.8169699
8.0,0.0,47.0,11.0,0.63108796,0.63108796
8.0,0.0,79.0,11.0,0.39840108,0.39840108
7.0,0.0,83.0,9.0,0.13616665,0.13616665
6.0,0.0,111.0,9.0,-0.13616665,-0.13616665
8.0,0.4,146.0,11.0,-0.39840108,-0.39840108
8.0,0.9,184.0,11.0,-0.63108796,-0.63108796
8.0,0.9,153.0,10.0,-0.8169699,-0.8169699
7.0,0.9,106.0,9.0,-0.9422609,-0.9422609
8.0,1.0,97.0,11.0,-0.99766874,-0.99766874
7.0,0.5,34.0,11.0,-0.9790841,-0.9790841
5.0,0.0,0.0,8.0,-0.8878852,-0.8878852
4.0,0.0,0.0,7.0,-0.730836,-0.730836
5.0,0.0,0.0,7.0,-0.51958394,-0.51958394
4.0,0.0,0.0,6.0,-0.26979676,-0.26979676
3.0,0.0,0.0,6.0,-2.4492937e-16,-2.4492937e-16
4.0,0.0,0.0,8.0,0.26979676,0.26979676
4.0,0.0,0.0,7.0,0.51958394,0.51958394
5.0,0.0,0.0,8.0,0.730836,0.730836
6.0,0.0,0.0,9.0,0.8878852,0.8878852
6.0,0.0,0.0,10.0,0.9790841,0.9790841
5.0,0.0,1.0,10.0,0.99766874,0.99766874
7.0,0.0,22.0,12.0,0.9422609,0.9422609
7.0,0.0,43.0,10.0,0.8169699,0.8169699
8.0,0.0,32.0,13.0,0.63108796,0.63108796
6.0,0.0,46.0,10.0,0.39840108,0.39840108
9.0,0.0,91.0,12.0,0.13616665,0.13616665
10.0,0.5,152.0,16.0,-0.13616665,-0.13616665
15.0,0.7,191.0,19.0,-0.39840108,-0.39840108
12.0,1.0,219.0,15.0,-0.63108796,-0.63108796
10.0,0.7,136.0,14.0,-0.8169699,-0.8169699
12.0,0.0,34.0,23.0,-0.9422609,-0.9422609
9.0,0.7,39.0,13.0,-0.99766874,-0.99766874
7.0,0.5,24.0,11.0,-0.9790841,-0.9790841
10.0,0.0,0.0,15.0,-0.8878852,-0.8878852
13.0,0.0,0.0,19.0,-0.730836,-0.730836
14.0,0.0,0.0,20.0,-0.51958394,-0.51958394
14.0,0.0,0.0,19.0,-0.26979676,-0.26979676
13.0,0.0,0.0,18.0,-2.4492937e-16,-2.4492937e-16
12.0,0.0,0.0,16.0,0.26979676,0.26979676
11.0,0.0,0.0,15.0,0.51958394,0.51958394
12.0,0.0,0.0,15.0,0.730836,0.730836
11.0,0.0,0.0,15.0,0.8878852,0.8878852
10.0,0.0,0.0,14.0,0.9790841,0.9790841
10.0,0.0,3.0,13.0,0.99766874,0.99766874
10.0,0.5,42.0,13.0,0.9422609,0.9422609
9.0,0.6,82.0,12.0,0.8169699,0.8169699
9.0,0.5,119.0,12.0,0.63108796,0.63108796
8.0,0.4,127.0,12.0,0.39840108,0.39840108
8.0,0.7,181.0,11.0,0.13616665,0.13616665
8.0,0.4,173.0,10.0,-0.13616665,-0.13616665
7.0,0.8,208.0,9.0,-0.39840108,-0.39840108
7.0,0.7,169.0,9.0,-0.63108796,-0.63108796
6.0,1.0,169.0,9.0,-0.8169699,-0.8169699
6.0,0.9,119.0,8.0,-0.9422609,-0.9422609
7.0,0.8,50.0,8.0,-0.99766874,-0.99766874
5.0,0.7,14.0,8.0,-0.9790841,-0.9790841
5.0,0.0,0.0,7.0,-0.8878852,-0.8878852
5.0,0.0,0.0,7.0,-0.730836,-0.730836
4.0,0.0,0.0,6.0,-0.51958394,-0.51958394
5.0,0.0,0.0,7.0,-0.26979676,-0.26979676
5.0,0.0,0.0,7.0,-2.4492937e-16,-2.4492937e-16
5.0,0.0,0.0,8.0,0.26979676,0.26979676
6.0,0.0,0.0,9.0,0.51958394,0.51958394
3.0,0.0,0.0,5.0,0.730836,0.730836
3.0,0.0,0.0,5.0,0.8878852,0.8878852
2.0,0.0,0.0,4.0,0.9790841,0.9790841
2.0,0.0,1.0,3.0,0.99766874,0.99766874
1.0,0.0,5.0,2.0,0.9422609,0.9422609
1.0,0.0,15.0,2.0,0.8169699,0.8169699
2.0,0.0,19.0,3.0,0.63108796,0.63108796
4.0,0.0,21.0,7.0,0.39840108,0.39840108
6.0,0.0,16.0,7.0,0.13616665,0.13616665
6.0,0.0,30.0,8.0,-0.13616665,-0.13616665
5.0,0.0,17.0,7.0,-0.39840108,-0.39840108
7.0,0.0,31.0,8.0,-0.63108796,-0.63108796
6.0,0.0,21.0,9.0,-0.8169699,-0.8169699
4.0,0.0,34.0,6.0,-0.9422609,-0.9422609
3.0,0.2,29.0,6.0,-0.99766874,-0.99766874
5.0,0.7,21.0,6.0,-0.9790841,-0.9790841
3.0,0.0,1.0,6.0,-0.8878852,-0.8878852
2.0,0.0,0.0,4.0,-0.730836,-0.730836
2.0,0.0,0.0,4.0,-0.51958394,-0.51958394
3.0,0.0,0.0,4.0,-0.26979676,-0.26979676
3.0,0.0,0.0,5.0,-2.4492937e-16,-2.4492937e-16
2.0,0.0,0.0,4.0,0.26979676,0.26979676
5.0,0.0,0.0,6.0,0.730836,0.730836
5.0,0.0,0.0,6.0,0.8878852,0.8878852
6.0,0.0,0.0,8.0,0.9790841,0.9790841
8.0,0.0,1.0,11.0,0.99766874,0.99766874
8.0,0.0,19.0,11.0,0.9422609,0.9422609
9.0,0.0,31.0,13.0,0.8169699,0.8169699
9.0,0.0,46.0,12.0,0.63108796,0.63108796
10.0,0.0,57.0,14.0,0.39840108,0.39840108
9.0,0.1,85.0,12.0,0.13616665,0.13616665
8.0,0.5,179.0,12.0,-0.13616665,-0.13616665
7.0,0.7,213.0,11.0,-0.39840108,-0.39840108
7.0,0.0,84.0,9.0,-0.63108796,-0.63108796
6.0,0.0,61.0,9.0,-0.8169699,-0.8169699
2.0,0.0,19.0,6.0,-0.9422609,-0.9422609
2.0,0.0,7.0,3.0,-0.99766874,-0.99766874
2.0,0.0,0.0,6.0,-0.9790841,-0.9790841
5.0,0.0,0.0,7.0,-0.8878852,-0.8878852
5.0,0.0,0.0,7.0,-0.730836,-0.730836
4.0,0.0,0.0,6.0,-0.51958394,-0.51958394
4.0,0.0,0.0,6.0,-0.26979676,-0.26979676
4.0,0.0,0.0,7.0,-2.4492937e-16,-2.4492937e-16
5.0,0.0,0.0,7.0,0.26979676,0.26979676
5.0,0.0,0.0,6.0,0.51958394,0.51958394
4.0,0.0,0.0,5.0,0.730836,0.730836
4.0,0.0,0.0,6.0,0.8878852,0.8878852
3.0,0.0,0.0,5.0,0.9790841,0.9790841
5.0,0.0,2.0,6.0,0.99766874,0.99766874
5.0,0.0,20.0,7.0,0.9422609,0.9422609
6.0,0.0,55.0,8.0,0.8169699,0.8169699
8.0,0.0,78.0,10.0,0.63108796,0.63108796
8.0,0.0,82.0,11.0,0.39840108,0.39840108
9.0,0.0,83.0,11.0,0.13616665,0.13616665
10.0,0.0,61.0,12.0,-0.13616665,-0.13616665
10.0,0.0,91.0,13.0,-0.39840108,-0.39840108
10.0,0.5,140.0,13.0,-0.63108796,-0.63108796
9.0,0.9,146.0,12.0,-0.8169699,-0.8169699
6.0,1.0,116.0,9.0,-0.9422609,-0.9422609
4.0,1.0,84.0,6.0,-0.99766874,-0.99766874
4.0,0.7,35.0,5.0,-0.9790841,-0.9790841
4.0,0.0,2.0,5.0,-0.8878852,-0.8878852
5.0,0.0,0.0,6.0,-0.730836,-0.730836
6.0,0.0,0.0,9.0,-0.51958394,-0.51958394
6.0,0.0,0.0,8.0,-0.26979676,-0.26979676
7.0,0.0,0.0,10.0,-2.4492937e-16,-2.4492937e-16
9.0,0.0,0.0,11.0,0.26979676,0.26979676
8.0,0.0,0.0,10.0,0.51958394,0.51958394
9.0,0.0,0.0,11.0,0.730836,0.730836
9.0,0.0,0.0,12.0,0.8878852,0.8878852
9.0,0.0,0.0,12.0,0.9790841,0.9790841
9.0,0.0,3.0,13.0,0.99766874,0.99766874
11.0,0.0,22.0,14.0,0.9422609,0.9422609
10.0,0.0,45.0,13.0,0.8169699,0.8169699
10.0,0.5,106.0,13.0,0.63108796,0.63108796
10.0,0.1,94.0,13.0,0.39840108,0.39840108
10.0,0.1,111.0,12.0,0.13616665,0.13616665
9.0,0.3,149.0,12.0,-0.13616665,-0.13616665
10.0,0.2,146.0,13.0,-0.39840108,-0.39840108
10.0,0.3,136.0,13.0,-0.63108796,-0.63108796
10.0,0.3,100.0,12.0,-0.8169699,-0.8169699
8.0,0.7,109.0,11.0,-0.9422609,-0.9422609
8.0,0.0,29.0,10.0,-0.99766874,-0.99766874
10.0,0.2,12.0,12.0,-0.9790841,-0.9790841
8.0,0.0,0.0,10.0,-0.8878852,-0.8878852
8.0,0.0,0.0,10.0,-0.730836,-0.730836
8.0,0.0,0.0,9.0,-0.51958394,-0.51958394
7.0,0.0,0.0,9.0,-0.26979676,-0.26979676
8.0,0.0,0.0,10.0,-2.4492937e-16,-2.4492937e-16
6.0,0.0,0.0,8.0,0.26979676,0.26979676
4.0,0.0,0.0,7.0,0.51958394,0.51958394
4.0,0.0,0.0,8.0,0.730836,0.730836
6.0,0.0,0.0,8.0,0.8878852,0.8878852
7.0,0.0,0.0,9.0,0.9790841,0.9790841
5.0,0.0,2.0,7.0,0.99766874,0.99766874
5.0,0.0,17.0,8.0,0.9422609,0.9422609
5.0,0.0,43.0,8.0,0.8169699,0.8169699
5.0,0.2,70.0,8.0,0.63108796,0.63108796
7.0,0.1,69.0,9.0,0.39840108,0.39840108
6.0,0.0,57.0,8.0,0.13616665,0.13616665
6.0,0.0,76.0,9.0,-0.13616665,-0.13616665
6.0,0.1,105.0,8.0,-0.39840108,-0.39840108
7.0,0.2,97.0,9.0,-0.63108796,-0.63108796
10.0,0.6,112.0,14.0,-0.8169699,-0.8169699
12.0,0.6,84.0,19.0,-0.9422609,-0.9422609
15.0,0.5,50.0,18.0,-0.99766874,-0.99766874
15.0,0.0,8.0,18.0,-0.9790841,-0.9790841
14.0,0.0,0.0,17.0,-0.8878852,-0.8878852
14.0,0.0,0.0,18.0,-0.730836,-0.730836
14.0,0.0,0.0,17.0,-0.51958394,-0.51958394
13.0,0.0,0.0,17.0,-0.26979676,-0.26979676
13.0,0.0,0.0,17.0,-2.4492937e-16,-2.4492937e-16
10.0,0.0,0.0,13.0,0.26979676,0.26979676
11.0,0.0,0.0,15.0,0.51958394,0.51958394
9.0,0.0,0.0,13.0,0.730836,0.730836
5.0,0.0,0.0,8.0,0.8878852,0.8878852
5.0,0.0,0.0,8.0,0.9790841,0.9790841
7.0,0.0,1.0,10.0,0.99766874,0.99766874
9.0,0.0,9.0,12.0,0.9422609,0.9422609
11.0,0.0,8.0,15.0,0.8169699,0.8169699
13.0,0.2,47.0,16.0,0.63108796,0.63108796
13.0,0.6,155.0,17.0,0.39840108,0.39840108
14.0,0.7,210.0,18.0,0.13616665,0.13616665
15.0,0.9,257.0,19.0,-0.13616665,-0.13616665
13.0,0.9,242.0,17.0,-0.39840108,-0.39840108
11.0,0.7,183.0,14.0,-0.63108796,-0.63108796
11.0,1.0,182.0,14.0,-0.8169699,-0.8169699
10.0,0.9,129.0,12.0,-0.9422609,-0.9422609
10.0,0.0,27.0,12.0,-0.99766874,-0.99766874
9.0,0.2,11.0,11.0,-0.9790841,-0.9790841
9.0,0.0,1.0,11.0,-0.8878852,-0.8878852
9.0,0.0,0.0,12.0,-0.730836,-0.730836
10.0,0.0,0.0,12.0,-0.51958394,-0.51958394
10.0,0.0,0.0,13.0,-0.26979676,-0.26979676
11.0,0.0,0.0,13.0,-2.4492937e-16,-2.4492937e-16
12.0,0.0,0.0,14.0,0.26979676,0.26979676
9.0,0.0,0.0,12.0,0.51958394,0.51958394
9.0,0.0,0.0,11.0,0.730836,0.730836
8.0,0.0,0.0,12.0,0.8878852,0.8878852
6.0,0.0,0.0,9.0,0.9790841,0.9790841
6.0,0.0,6.0,10.0,0.99766874,0.99766874
5.0,0.3,33.0,9.0,0.9422609,0.9422609
6.0,0.0,16.0,12.0,0.8169699,0.8169699
9.0,0.0,18.0,14.0,0.63108796,0.63108796
11.0,0.0,23.0,17.0,0.39840108,0.39840108
13.0,0.0,28.0,18.0,0.13616665,0.13616665
14.0,0.5,170.0,18.0,-0.13616665,-0.13616665
14.0,1.0,256.0,17.0,-0.39840108,-0.39840108
14.0,1.0,233.0,17.0,-0.63108796,-0.63108796
13.0,1.0,194.0,16.0,-0.8169699,-0.8169699
14.0,1.0,132.0,17.0,-0.9422609,-0.9422609
14.0,1.0,67.0,16.0,-0.99766874,-0.99766874
12.0,0.8,21.0,15.0,-0.9790841,-0.9790841
11.0,0.0,1.0,14.0,-0.8878852,-0.8878852
8.0,0.0,0.0,10.0,-0.730836,-0.730836
6.0,0.0,0.0,8.0,-0.51958394,-0.51958394
6.0,0.0,0.0,8.0,-0.26979676,-0.26979676
6.0,0.0,0.0,8.0,-2.4492937e-16,-2.4492937e-16
6.0,0.0,0.0,8.0,0.26979676,0.26979676
5.0,0.0,0.0,7.0,0.51958394,0.51958394
6.0,0.0,0.0,9.0,0.730836,0.730836
6.0,0.0,0.0,9.0,0.8878852,0.8878852
5.0,0.0,0.0,8.0,0.9790841,0.9790841
5.0,0.0,7.0,8.0,0.99766874,0.99766874
7.0,1.0,64.0,12.0,0.9422609,0.9422609
6.0,0.7,98.0,11.0,0.8169699,0.8169699
7.0,0.7,150.0,11.0,0.63108796,0.63108796
7.0,0.0,114.0,12.0,0.39840108,0.39840108
9.0,0.3,169.0,15.0,0.13616665,0.13616665
11.0,0.7,217.0,16.0,-0.13616665,-0.13616665
12.0,0.5,179.0,16.0,-0.39840108,-0.39840108
12.0,0.8,173.0,16.0,-0.63108796,-0.63108796
11.0,0.9,154.0,14.0,-0.8169699,-0.8169699
10.0,0.1,65.0,13.0,-0.9422609,-0.9422609
7.0,0.0,31.0,9.0,-0.99766874,-0.99766874
7.0,0.3,15.0,10.0,-0.9790841,-0.9790841
8.0,0.0,1.0,10.0,-0.8878852,-0.8878852
8.0,0.0,0.0,10.0,-0.730836,-0.730836
8.0,0.0,0.0,10.0,-0.51958394,-0.51958394
9.0,0.0,0.0,11.0,-0.26979676,-0.26979676
8.0,0.0,0.0,11.0,-2.4492937e-16,-2.4492937e-16
13.0,0.0,0.0,18.0,0.26979676,0.26979676
11.0,0.0,0.0,16.0,0.51958394,0.51958394
12.0,0.0,0.0,16.0,0.730836,0.730836
12.0,0.0,0.0,14.0,0.8878852,0.8878852
12.0,0.0,0.0,17.0,0.9790841,0.9790841
10.0,0.2,8.0,14.0,0.99766874,0.99766874
11.0,1.0,62.0,13.0,0.9422609,0.9422609
11.0,1.0,123.0,14.0,0.8169699,0.8169699
9.0,1.0,181.0,12.0,0.63108796,0.63108796
10.0,1.0,227.0,14.0,0.39840108,0.39840108
10.0,1.0,256.0,14.0,0.13616665,0.13616665
11.0,1.0,268.0,13.0,-0.13616665,-0.13616665
10.0,1.0,260.0,12.0,-0.39840108,-0.39840108
8.0,1.0,239.0,11.0,-0.63108796,-0.63108796
7.0,1.0,197.0,9.0,-0.8169699,-0.8169699
8.0,0.8,107.0,10.0,-0.9422609,-0.9422609
6.0,0.5,62.0,9.0,-0.99766874,-0.99766874
5.0,0.0,12.0,7.0,-0.9790841,-0.9790841
6.0,0.0,1.0,7.0,-0.8878852,-0.8878852
5.0,0.0,0.0,7.0,-0.730836,-0.730836
6.0,0.0,0.0,7.0,-0.51958394,-0.51958394
5.0,0.0,0.0,6.0,-0.26979676,-0.26979676
4.0,0.0,0.0,5.0,-2.4492937e-16,-2.4492937e-16
5.0,0.0,0.0,7.0,0.26979676,0.26979676
5.0,0.0,0.0,6.0,0.51958394,0.51958394
4.0,0.0,0.0,5.0,0.730836,0.730836
4.0,0.0,0.0,5.0,0.8878852,0.8878852
4.0,0.0,0.0,5.0,0.9790841,0.9790841
4.0,0.0,9.0,5.0,0.99766874,0.99766874
3.0,0.2,47.0,4.0,0.9422609,0.9422609
3.0,0.8,92.0,4.0,0.8169699,0.8169699
3.0,0.5,132.0,4.0,0.63108796,0.63108796
2.0,0.3,138.0,6.0,0.39840108,0.39840108
2.0,0.0,91.0,5.0,0.13616665,0.13616665
1.0,0.0,115.0,2.0,-0.13616665,-0.13616665
2.0,0.2,95.0,3.0,-0.39840108,-0.39840108
2.0,0.1,121.0,4.0,-0.63108796,-0.63108796
2.0,0.2,90.0,7.0,-0.8169699,-0.8169699
4.0,0.8,110.0,7.0,-0.9422609,-0.9422609
5.0,0.8,71.0,7.0,-0.99766874,-0.99766874
6.0,0.8,29.0,8.0,-0.9790841,-0.9790841
5.0,0.0,1.0,7.0,-0.8878852,-0.8878852
4.0,0.0,0.0,6.0,-0.730836,-0.730836
5.0,0.0,0.0,7.0,-0.51958394,-0.51958394
5.0,0.0,0.0,8.0,-0.26979676,-0.26979676
5.0,0.0,0.0,8.0,-2.4492937e-16,-2.4492937e-16
5.0,0.0,0.0,9.0,0.26979676,0.26979676
9.0,0.0,0.0,13.0,0.51958394,0.51958394
10.0,0.0,0.0,12.0,0.730836,0.730836
8.0,0.0,0.0,11.0,0.8878852,0.8878852
10.0,0.0,0.0,13.0,0.9790841,0.9790841
10.0,0.0,7.0,14.0,0.99766874,0.99766874
13.0,0.0,20.0,17.0,0.9422609,0.9422609
15.0,0.3,68.0,19.0,0.8169699,0.8169699
15.0,0.1,76.0,22.0,0.63108796,0.63108796
15.0,0.0,64.0,20.0,0.39840108,0.39840108
16.0,0.0,59.0,21.0,0.13616665,0.13616665
17.0,0.0,56.0,21.0,-0.13616665,-0.13616665
18.0,0.0,63.0,25.0,-0.39840108,-0.39840108
18.0,0.3,118.0,24.0,-0.63108796,-0.63108796
18.0,0.0,57.0,23.0,-0.8169699,-0.8169699
16.0,0.3,53.0,22.0,-0.9422609,-0.9422609
16.0,0.0,15.0,22.0,-0.99766874,-0.99766874
17.0,0.0,7.0,23.0,-0.9790841,-0.9790841
17.0,0.0,1.0,23.0,-0.8878852,-0.8878852
15.0,0.0,0.0,19.0,-0.730836,-0.730836
15.0,0.0,0.0,20.0,-0.51958394,-0.51958394
16.0,0.0,0.0,20.0,-0.26979676,-0.26979676
12.0,0.0,0.0,17.0,-2.4492937e-16,-2.4492937e-16
12.0,0.0,0.0,15.0,0.26979676,0.26979676
12.0,0.0,0.0,15.0,0.51958394,0.51958394
11.0,0.0,0.0,13.0,0.730836,0.730836
10.0,0.0,0.0,12.0,0.8878852,0.8878852
8.0,0.0,0.0,10.0,0.9790841,0.9790841
7.0,0.2,13.0,10.0,0.99766874,0.99766874
7.0,0.2,36.0,8.0,0.9422609,0.9422609
7.0,0.7,93.0,9.0,0.8169699,0.8169699
6.0,1.0,172.0,8.0,0.63108796,0.63108796
6.0,0.8,159.0,8.0,0.39840108,0.39840108
7.0,1.0,246.0,9.0,0.13616665,0.13616665
8.0,1.0,276.0,10.0,-0.13616665,-0.13616665
8.0,1.0,256.0,11.0,-0.39840108,-0.39840108
10.0,1.0,225.0,12.0,-0.63108796,-0.63108796
10.0,1.0,186.0,12.0,-0.8169699,-0.8169699
8.0,1.0,141.0,11.0,-0.9422609,-0.9422609
9.0,0.7,76.0,11.0,-0.99766874,-0.99766874
9.0,0.7,22.0,11.0,-0.9790841,-0.9790841
9.0,0.0,2.0,11.0,-0.8878852,-0.8878852
9.0,0.0,0.0,11.0,-0.730836,-0.730836
9.0,0.0,0.0,11.0,-0.51958394,-0.51958394
9.0,0.0,0.0,12.0,-0.26979676,-0.26979676
11.0,0.0,0.0,14.0,-2.4492937e-16,-2.4492937e-16
13.0,0.0,0.0,16.0,0.26979676,0.26979676
13.0,0.0,0.0,17.0,0.51958394,0.51958394
14.0,0.0,0.0,18.0,0.730836,0.730836
13.0,0.0,0.0,17.0,0.8878852,0.8878852
12.0,0.0,0.0,15.0,0.9790841,0.9790841
